,time,weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,capital_cities
353,2021-11-14,77,1.9,0.2,-1.4,-3.5,2021-11-14T06:01,2021-11-14T14:26,0.59,10,12.8,11.5,274,1.6,Moscow
354,2021-11-15,85,0.4,-2.0,-3.6,-5.6,2021-11-15T06:03,2021-11-15T14:25,0.12,6,14.9,5.2,341,2.76,Moscow
355,2021-11-16,3,-0.7,-2.7,-5.8,-7.5,2021-11-16T06:05,2021-11-16T14:23,0.0,0,16.5,16.7,260,3.45,Moscow
356,2021-11-17,3,0.0,-1.8,-3.3,-6.5,2021-11-17T06:07,2021-11-17T14:21,0.0,0,13.3,13.4,244,1.48,Moscow
357,2021-11-18,3,-1.0,-3.4,-5.2,-8.2,2021-11-18T06:09,2021-11-18T14:20,0.0,0,14.7,21.8,207,2.75,Moscow
358,2021-11-19,77,0.7,-0.8,-3.0,-4.9,2021-11-19T06:11,2021-11-19T14:18,2.88,18,11.8,22.8,208,0.93,Moscow
359,2021-11-20,71,0.6,-0.2,-3.0,-3.7,2021-11-20T06:13,2021-11-20T14:17,1.53,21,11.0,12.5,246,1.91,Moscow
360,2021-11-12,45,14.2,9.2,13.2,8.0,2021-11-12T06:59,2021-11-12T16:48,0.0,0,9.6,8.9,133,6.49,San Marino
361,2021-11-13,45,13.2,8.2,12.6,6.5,2021-11-13T07:01,2021-11-13T16:47,0.0,0,7.0,6.9,172,7.49,San Marino
362,2021-11-14,80,14.5,10.7,12.9,9.0,2021-11-14T07:02,2021-11-14T16:46,0.31,5,11.7,22.7,138,5.63,San Marino
363,2021-11-15,80,12.5,11.0,11.1,9.3,2021-11-15T07:03,2021-11-15T16:45,0.38,7,22.1,24.1,94,1.37,San Marino
364,2021-11-16,61,10.9,8.4,10.3,7.0,2021-11-16T07:05,2021-11-16T16:44,7.29,21,10.6,17.4,350,1.25,San Marino
365,2021-11-17,63,9.1,8.4,7.7,6.3,2021-11-17T07:06,2021-11-17T16:44,35.71,24,10.4,18.4,292,0.97,San Marino
366,2021-11-18,61,10.7,8.7,9.5,7.7,2021-11-18T07:07,2021-11-18T16:43,7.36,14,7.5,12.6,320,1.53,San Marino
367,2021-11-19,3,12.5,5.4,11.4,3.3,2021-11-19T07:08,2021-11-19T16:42,0.0,0,6.9,7.6,268,8.32,San Marino
368,2021-11-20,45,9.4,4.9,8.7,2.6,2021-11-20T07:10,2021-11-20T16:41,0.0,0,5.7,5.6,246,5.84,San Marino
369,2021-11-12,45,8.7,1.9,6.8,-0.5,2021-11-12T06:30,2021-11-12T16:14,0.0,0,6.0,4.1,223,6.03,Belgrade
370,2021-11-13,45,11.1,2.7,9.3,0.5,2021-11-13T06:31,2021-11-13T16:13,0.0,0,7.9,3.4,95,7.36,Belgrade
371,2021-11-14,3,12.9,6.7,9.7,3.3,2021-11-14T06:32,2021-11-14T16:12,0.0,0,16.8,18.5,107,8.5,Belgrade
372,2021-11-15,45,12.0,3.3,8.6,1.4,2021-11-15T06:34,2021-11-15T16:11,0.0,0,15.2,6.4,108,8.05,Belgrade
373,2021-11-16,3,10.3,6.2,5.4,1.1,2021-11-16T06:35,2021-11-16T16:10,0.0,0,24.0,27.8,112,8.23,Belgrade
374,2021-11-17,3,11.5,5.5,8.9,2.8,2021-11-17T06:36,2021-11-17T16:09,0.0,0,13.8,10.9,118,7.19,Belgrade
375,2021-11-18,3,9.3,7.0,7.2,5.0,2021-11-18T06:38,2021-11-18T16:08,0.12,9,9.7,10.3,260,2.02,Belgrade
376,2021-11-19,3,9.5,5.0,7.0,2.6,2021-11-19T06:39,2021-11-19T16:08,0.02,1,13.8,15.0,252,4.32,Belgrade
377,2021-11-20,61,13.2,6.5,10.9,4.9,2021-11-20T06:40,2021-11-20T16:07,0.64,11,13.9,5.6,260,4.44,Belgrade
378,2021-11-12,45,6.7,2.7,4.3,0.1,2021-11-12T06:52,2021-11-12T16:19,0.0,0,9.8,8.1,87,1.6,Bratislava
379,2021-11-13,45,5.6,0.7,3.8,-2.0,2021-11-13T06:54,2021-11-13T16:17,0.0,0,8.9,6.2,121,1.27,Bratislava
380,2021-11-14,45,7.1,4.5,5.1,2.3,2021-11-14T06:55,2021-11-14T16:16,0.0,0,5.6,6.4,15,3.08,Bratislava
381,2021-11-15,3,10.0,3.2,7.6,1.0,2021-11-15T06:57,2021-11-15T16:15,0.0,0,9.2,7.4,55,6.34,Bratislava
382,2021-11-16,3,9.6,3.9,5.6,1.1,2021-11-16T06:58,2021-11-16T16:14,0.0,0,18.9,20.3,113,4.83,Bratislava
383,2021-11-17,3,6.9,3.6,5.2,0.7,2021-11-17T07:00,2021-11-17T16:13,0.06,6,10.3,4.9,98,1.87,Bratislava
384,2021-11-18,3,9.9,5.6,6.7,2.8,2021-11-18T07:01,2021-11-18T16:12,0.05,5,13.7,9.2,285,4.76,Bratislava
385,2021-11-19,61,9.9,6.7,6.1,3.5,2021-11-19T07:02,2021-11-19T16:11,1.94,19,21.9,24.5,287,0.86,Bratislava
386,2021-11-20,3,12.2,6.8,7.7,3.9,2021-11-20T07:04,2021-11-20T16:10,0.07,5,23.8,19.1,289,5.92,Bratislava
387,2021-11-12,45,6.8,4.6,5.3,2.9,2021-11-12T06:57,2021-11-12T16:35,0.0,0,4.4,2.2,48,1.8,Ljubljana
388,2021-11-13,45,12.1,5.3,11.4,3.4,2021-11-13T06:58,2021-11-13T16:34,0.0,0,4.8,4.3,27,6.04,Ljubljana
389,2021-11-14,45,8.5,6.9,7.0,5.1,2021-11-14T06:59,2021-11-14T16:33,0.02,2,6.1,3.8,126,0.82,Ljubljana
390,2021-11-15,3,11.8,5.5,8.9,3.5,2021-11-15T07:01,2021-11-15T16:32,0.0,0,10.4,2.8,104,3.9,Ljubljana
391,2021-11-16,3,9.4,4.4,6.9,2.4,2021-11-16T07:02,2021-11-16T16:30,0.0,0,10.7,2.1,96,4.4,Ljubljana
392,2021-11-17,45,10.1,5.6,8.1,4.2,2021-11-17T07:04,2021-11-17T16:30,0.01,1,7.0,2.2,105,2.95,Ljubljana
393,2021-11-18,61,9.4,3.0,7.9,1.3,2021-11-18T07:05,2021-11-18T16:29,1.98,9,4.3,2.1,104,2.7,Ljubljana
394,2021-11-19,45,10.7,2.0,9.7,0.0,2021-11-19T07:06,2021-11-19T16:28,0.0,0,5.2,2.8,243,5.36,Ljubljana
395,2021-11-20,45,14.3,2.9,13.9,0.3,2021-11-20T07:08,2021-11-20T16:27,0.0,0,5.8,5.9,223,7.36,Ljubljana
396,2021-11-12,2,17.2,4.9,15.4,2.5,2021-11-12T07:56,2021-11-12T18:01,0.0,0,5.0,5.4,4,11.93,Madrid
397,2021-11-13,2,16.7,4.3,14.7,1.7,2021-11-13T07:57,2021-11-13T18:00,0.0,0,4.9,6.5,23,11.92,Madrid
398,2021-11-14,3,16.0,3.2,14.3,0.8,2021-11-14T07:58,2021-11-14T18:00,0.0,0,7.1,7.5,19,11.91,Madrid
399,2021-11-15,3,15.0,4.6,11.2,2.3,2021-11-15T07:59,2021-11-15T17:59,0.0,0,15.5,9.1,15,11.17,Madrid
400,2021-11-16,3,13.3,1.9,10.5,-0.6,2021-11-16T08:00,2021-11-16T17:58,0.0,0,6.1,3.7,21,11.55,Madrid
401,2021-11-17,1,14.4,2.8,11.9,0.3,2021-11-17T08:02,2021-11-17T17:57,0.0,0,8.4,7.3,21,11.43,Madrid
402,2021-11-18,0,15.3,4.7,12.0,1.6,2021-11-18T08:03,2021-11-18T17:57,0.0,0,12.5,10.2,39,11.34,Madrid
403,2021-11-19,0,14.6,3.1,11.5,0.3,2021-11-19T08:04,2021-11-19T17:56,0.0,0,7.0,6.8,40,11.11,Madrid
404,2021-11-20,0,13.9,3.4,11.9,0.6,2021-11-20T08:05,2021-11-20T17:55,0.0,0,5.8,2.1,44,10.73,Madrid
405,2021-11-12,3,6.1,2.3,2.6,-1.1,2021-11-12T07:32,2021-11-12T15:31,0.0,0,16.9,1.7,278,3.12,Stockholm
406,2021-11-13,45,6.4,1.5,4.5,-1.1,2021-11-13T07:34,2021-11-13T15:29,0.0,0,6.6,6.0,63,1.5,Stockholm
407,2021-11-14,45,4.9,1.4,2.6,-0.7,2021-11-14T07:37,2021-11-14T15:27,0.01,1,7.0,2.5,358,1.64,Stockholm
408,2021-11-15,45,6.1,1.5,2.6,-0.6,2021-11-15T07:39,2021-11-15T15:25,0.0,0,15.1,2.1,210,1.94,Stockholm
409,2021-11-16,3,6.5,3.5,3.3,0.5,2021-11-16T07:42,2021-11-16T15:22,0.01,1,12.9,19.4,218,1.79,Stockholm
410,2021-11-17,61,6.9,3.0,3.7,-0.3,2021-11-17T07:44,2021-11-17T15:21,1.92,10,14.2,19.1,204,0.74,Stockholm
411,2021-11-18,3,4.8,1.0,1.0,-2.8,2021-11-18T07:46,2021-11-18T15:19,0.0,0,15.5,19.6,259,2.03,Stockholm
412,2021-11-19,3,4.5,0.9,0.9,-3.3,2021-11-19T07:49,2021-11-19T15:17,0.0,0,15.9,15.9,268,2.45,Stockholm
413,2021-11-20,3,5.8,1.1,1.2,-2.7,2021-11-20T07:51,2021-11-20T15:15,0.15,6,24.5,25.6,297,1.37,Stockholm
414,2021-11-12,45,8.5,-0.3,7.1,-2.9,2021-11-12T07:27,2021-11-12T17:01,0.0,0,4.7,2.1,330,5.62,Bern
415,2021-11-13,80,8.7,3.0,7.6,1.2,2021-11-13T07:29,2021-11-13T16:59,3.24,10,5.8,1.9,6,3.27,Bern
416,2021-11-14,80,8.8,5.0,6.5,3.4,2021-11-14T07:30,2021-11-14T16:58,3.09,16,10.6,2.2,44,3.5,Bern
417,2021-11-15,45,9.0,3.0,6.6,0.8,2021-11-15T07:32,2021-11-15T16:57,0.0,0,10.4,7.3,13,4.03,Bern
418,2021-11-16,45,7.9,2.9,6.1,1.1,2021-11-16T07:33,2021-11-16T16:56,0.0,0,3.4,2.3,1,3.04,Bern
419,2021-11-17,61,7.7,4.0,5.3,1.9,2021-11-17T07:34,2021-11-17T16:55,0.35,12,7.2,3.6,25,3.35,Bern
420,2021-11-18,45,8.4,0.6,6.3,-2.0,2021-11-18T07:36,2021-11-18T16:54,0.0,0,5.4,4.2,67,6.65,Bern
421,2021-11-19,45,8.9,0.3,7.2,-2.2,2021-11-19T07:37,2021-11-19T16:53,0.0,0,6.2,4.9,93,6.38,Bern
422,2021-11-20,45,7.3,1.0,5.8,-1.7,2021-11-20T07:39,2021-11-20T16:52,0.0,0,6.4,5.8,119,3.65,Bern
423,2021-11-12,0,9.1,-2.4,6.3,-5.8,2021-11-12T05:28,2021-11-12T15:36,0.0,0,4.3,4.7,126,11.94,Ankara
424,2021-11-13,3,11.4,-2.4,8.4,-5.8,2021-11-13T05:30,2021-11-13T15:35,0.0,0,4.3,3.4,121,11.5,Ankara
425,2021-11-14,3,12.0,-0.5,9.1,-3.5,2021-11-14T05:31,2021-11-14T15:34,0.0,0,4.6,3.0,124,10.87,Ankara
426,2021-11-15,3,12.9,0.8,9.7,-2.1,2021-11-15T05:32,2021-11-15T15:34,0.0,0,4.6,3.4,109,11.21,Ankara
427,2021-11-16,1,12.6,1.2,9.7,-1.7,2021-11-16T05:33,2021-11-16T15:33,0.0,0,7.9,7.0,73,11.3,Ankara
428,2021-11-17,3,11.6,-1.3,8.8,-4.5,2021-11-17T05:34,2021-11-17T15:32,0.0,0,4.8,2.4,113,10.84,Ankara
429,2021-11-18,3,12.5,-0.1,10.1,-2.7,2021-11-18T05:35,2021-11-18T15:31,0.0,0,4.4,2.9,85,10.53,Ankara
430,2021-11-19,3,10.4,2.5,7.8,0.2,2021-11-19T05:36,2021-11-19T15:31,0.08,4,11.2,2.5,269,6.7,Ankara
431,2021-11-20,3,8.4,3.2,4.3,0.6,2021-11-20T05:38,2021-11-20T15:30,0.1,2,16.5,5.1,310,8.78,Ankara
432,2021-11-12,3,7.2,1.8,4.2,-1.9,2021-11-12T06:05,2021-11-12T15:18,0.0,0,12.6,14.4,272,3.6,Kiev
433,2021-11-13,45,6.4,-1.1,4.2,-3.9,2021-11-13T06:07,2021-11-13T15:17,0.0,0,5.4,6.6,142,5.51,Kiev
434,2021-11-14,3,6.5,-0.1,3.6,-3.0,2021-11-14T06:09,2021-11-14T15:15,0.0,0,9.2,8.4,135,5.43,Kiev
435,2021-11-15,3,5.1,-0.9,2.6,-4.4,2021-11-15T06:10,2021-11-15T15:14,0.05,4,11.6,5.6,55,4.8,Kiev
436,2021-11-16,2,2.8,-3.7,-1.2,-7.3,2021-11-16T06:12,2021-11-16T15:13,0.0,0,9.0,14.9,159,5.95,Kiev
437,2021-11-17,0,2.6,-3.7,-1.6,-7.7,2021-11-17T06:14,2021-11-17T15:11,0.0,0,9.5,15.3,179,5.87,Kiev
438,2021-11-18,61,4.6,-3.4,1.5,-7.5,2021-11-18T06:15,2021-11-18T15:10,0.3,6,9.6,18.5,222,4.91,Kiev
439,2021-11-19,61,5.7,2.8,2.1,-1.1,2021-11-19T06:17,2021-11-19T15:09,2.97,15,17.9,23.3,260,1.38,Kiev
440,2021-11-20,63,9.8,1.0,6.5,-2.7,2021-11-20T06:18,2021-11-20T15:08,10.77,12,27.1,20.9,273,1.24,Kiev
441,2021-11-12,61,14.7,8.8,12.2,7.0,2021-11-12T08:12,2021-11-12T17:17,0.29,5,18.1,11.4,220,2.54,London
442,2021-11-13,3,13.1,9.8,11.4,7.2,2021-11-13T08:13,2021-11-13T17:16,0.0,0,16.3,13.2,286,2.73,London
443,2021-11-14,3,13.1,10.0,11.8,8.7,2021-11-14T08:15,2021-11-14T17:14,0.05,3,10.8,10.1,11,2.14,London
444,2021-11-15,61,11.7,7.7,10.2,6.4,2021-11-15T08:17,2021-11-15T17:13,0.06,2,6.9,2.7,9,4.04,London
445,2021-11-16,80,8.6,4.6,7.1,2.7,2021-11-16T08:18,2021-11-16T17:11,0.07,1,7.2,4.1,245,3.38,London
446,2021-11-17,3,11.2,6.8,8.8,4.7,2021-11-17T08:20,2021-11-17T17:10,0.0,0,9.7,12.9,255,5.31,London
447,2021-11-18,3,13.4,5.1,12.0,2.6,2021-11-18T08:22,2021-11-18T17:09,0.0,0,14.0,14.9,248,4.2,London
448,2021-11-19,2,13.5,8.1,12.2,6.5,2021-11-19T08:23,2021-11-19T17:08,0.0,0,9.3,13.6,252,4.92,London
449,2021-11-20,61,12.7,8.9,10.7,7.4,2021-11-20T08:25,2021-11-20T17:06,0.26,7,14.8,15.2,244,2.22,London
450,2021-11-12,45,19.5,13.1,18.8,13.5,2021-11-12T06:54,2021-11-12T16:53,0.08,6,10.4,1.9,128,7.17,Vatican City
451,2021-11-13,45,19.2,10.2,18.9,9.7,2021-11-13T06:56,2021-11-13T16:52,0.0,0,6.3,3.1,64,9.3,Vatican City
452,2021-11-14,61,18.4,10.1,17.5,9.2,2021-11-14T06:57,2021-11-14T16:52,6.33,10,14.3,5.5,87,6.44,Vatican City
453,2021-11-15,3,19.5,12.6,19.2,12.0,2021-11-15T06:58,2021-11-15T16:51,0.05,2,9.3,6.0,75,7.85,Vatican City
454,2021-11-16,80,17.1,12.5,17.3,11.7,2021-11-16T06:59,2021-11-16T16:50,8.3,13,7.4,6.1,43,3.13,Vatican City
455,2021-11-17,80,18.5,11.2,18.7,10.6,2021-11-17T07:01,2021-11-17T16:49,0.79,4,8.2,5.1,42,8.29,Vatican City
456,2021-11-18,2,18.8,10.7,17.8,10.1,2021-11-18T07:02,2021-11-18T16:48,0.0,0,7.5,6.1,23,9.17,Vatican City
457,2021-11-19,0,18.3,9.8,17.5,8.5,2021-11-19T07:03,2021-11-19T16:47,0.0,0,7.8,3.1,28,9.41,Vatican City
458,2021-11-20,45,17.5,6.1,16.3,4.5,2021-11-20T07:04,2021-11-20T16:47,0.0,0,2.8,2.9,51,9.35,Vatican City
