,country,country_code,capital_cities,lat,long,daily_url,hourly_url
17,Germany,de,Berlin,52.5170365,13.3888599,"https://api.open-meteo.com/v1/forecast?latitude=52.5170365&longitude=13.3888599&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=52.5170365&longitude=13.3888599&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
18,Greece,gr,Athens,37.9839412,23.7283052,"https://api.open-meteo.com/v1/forecast?latitude=37.9839412&longitude=23.7283052&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=37.9839412&longitude=23.7283052&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
19,Hungary,hu,Budapest,47.4979937,19.0403594,"https://api.open-meteo.com/v1/forecast?latitude=47.4979937&longitude=19.0403594&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=47.4979937&longitude=19.0403594&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
20,Iceland,is,Reykjavik,64.145981,-21.9422367,"https://api.open-meteo.com/v1/forecast?latitude=64.145981&longitude=-21.9422367&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=64.145981&longitude=-21.9422367&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
21,Ireland,ie,Dublin,53.3497645,-6.2602732,"https://api.open-meteo.com/v1/forecast?latitude=53.3497645&longitude=-6.2602732&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=53.3497645&longitude=-6.2602732&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
22,Italy,it,Rome,41.8933203,12.4829321,"https://api.open-meteo.com/v1/forecast?latitude=41.8933203&longitude=12.4829321&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=41.8933203&longitude=12.4829321&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
23,Kazakhstan,kz,Nur-Sultan,51.1282205,71.4306682,"https://api.open-meteo.com/v1/forecast?latitude=51.1282205&longitude=71.4306682&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=51.1282205&longitude=71.4306682&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
24,Kosovo,xk,Kosovo,42.5869578,20.9021231,"https://api.open-meteo.com/v1/forecast?latitude=42.5869578&longitude=20.9021231&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=42.5869578&longitude=20.9021231&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
25,Latvia,lv,Riga,56.9493977,24.1051846,"https://api.open-meteo.com/v1/forecast?latitude=56.9493977&longitude=24.1051846&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=56.9493977&longitude=24.1051846&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
26,Liechtenstein,li,Vaduz,47.1392862,9.5227962,"https://api.open-meteo.com/v1/forecast?latitude=47.1392862&longitude=9.5227962&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=47.1392862&longitude=9.5227962&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
27,Lithuania,lt,Vilnius,54.6870458,25.2829111,"https://api.open-meteo.com/v1/forecast?latitude=54.6870458&longitude=25.2829111&daily=weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum&timezone=Europe%2FBerlin&past_days=2","https://api.open-meteo.com/v1/forecast?latitude=54.6870458&longitude=25.2829111&hourly=temperature_2m,relativehumidity_2m,apparent_temperature,pressure_msl,precipitation,weathercode,snow_height,cloudcover,direct_radiation,windspeed_10m,winddirection_10m&timezone=Europe%2FBerlin&past_days=2"
